age,sex,smoking,coverage,payment
40,M,N,700000,52.94
40,M,N,800000,59.64
40,M,N,1000000,69.33
40,M,Y,100000,21.59
40,M,Y,150000,32.65
40,M,Y,200000,40.19
40,M,Y,250000,49.99
40,M,Y,300000,53.76
40,M,Y,350000,62.89
40,M,Y,400000,71.02
40,M,Y,500000,85.60
40,M,Y,600000,92.47
40,M,Y,700000,106.89
40,M,Y,800000,121.30
40,M,Y,1000000,148.45
40,F,N,100000,15.00
40,F,N,150000,15.00
40,F,N,200000,17.32
40,F,N,250000,20.15
40,F,N,300000,22.13
40,F,N,350000,25.41
40,F,N,400000,28.63
40,F,N,500000,31.46
40,F,N,600000,36.56
40,F,N,700000,41.65
40,F,N,800000,46.74
40,F,N,1000000,55.23
40,F,Y,100000,17.28
40,F,Y,150000,22.59
40,F,Y,200000,28.57
40,F,Y,250000,34.77
40,F,Y,300000,39.17
40,F,Y,350000,45.49
40,F,Y,400000,52.49
40,F,Y,500000,59.60
40,F,Y,600000,66.93
40,F,Y,700000,77.09
40,F,Y,800000,87.24
40,F,Y,1000000,105.29
41,M,N,100000,15.00
41,M,N,150000,18.09
41,M,N,200000,21.31
41,M,N,250000,26.15
41,M,N,300000,28.97
41,M,N,350000,34.20
41,M,N,400000,38.23
41,M,N,500000,42.26
41,M,N,600000,49.52
41,M,N,700000,56.77
41,M,N,800000,64.02
41,M,N,1000000,74.50
41,M,Y,100000,22.93
41,M,Y,150000,34.95
41,M,Y,200000,43.15
41,M,Y,250000,53.80
41,M,Y,300000,57.89
41,M,Y,350000,67.82
41,M,Y,400000,76.65
41,M,Y,500000,92.49
41,M,Y,600000,99.96
41,M,Y,700000,115.61
41,M,Y,800000,131.27
41,M,Y,1000000,160.77
41,F,N,100000,15.00
41,F,N,150000,15.26
41,F,N,200000,18.35
41,F,N,250000,21.44
41,F,N,300000,23.60
41,F,N,350000,27.18
41,F,N,400000,30.70
41,F,N,500000,33.79
41,F,N,600000,39.35
41,F,N,700000,44.90
41,F,N,800000,50.46
41,F,N,1000000,59.72
41,F,Y,100000,18.38
41,F,Y,150000,24.19
41,F,Y,200000,30.75
41,F,Y,250000,37.56
41,F,Y,300000,42.38
41,F,Y,350000,49.31
41,F,Y,400000,56.99
41,F,Y,500000,64.78
41,F,Y,600000,72.83
41,F,Y,700000,83.96
41,F,Y,800000,95.10
41,F,Y,1000000,114.90
42,M,N,100000,15.00
42,M,N,150000,19.25
42,M,N,200000,22.78
42,M,N,250000,28.08
42,M,N,300000,31.18
42,M,N,350000,36.92
42,M,N,400000,41.33
42,M,N,500000,45.75
42,M,N,600000,53.70
42,M,N,700000,61.65
42,M,N,800000,69.60
42,M,N,1000000,81.08
42,M,Y,100000,24.11
42,M,Y,150000,36.97
42,M,Y,200000,45.73
42,M,Y,250000,57.12
42,M,Y,300000,61.50
42,M,Y,350000,72.12
42,M,Y,400000,81.56
42,M,Y,500000,98.51
42,M,Y,600000,106.49
42,M,Y,700000,123.24
42,M,Y,800000,139.99
42,M,Y,1000000,171.54
42,F,N,100000,15.00
42,F,N,150000,16.10
42,F,N,200000,19.47
42,F,N,250000,22.83
42,F,N,300000,25.19
42,F,N,350000,29.10
42,F,N,400000,32.93
42,F,N,500000,36.30
42,F,N,600000,42.36
42,F,N,700000,48.42
42,F,N,800000,54.48
42,F,N,1000000,64.58
42,F,Y,100000,19.63
42,F,Y,150000,26.04
42,F,Y,200000,33.27
42,F,Y,250000,40.77
42,F,Y,300000,46.08
42,F,Y,350000,53.72
42,F,Y,400000,62.17
42,F,Y,500000,70.76
42,F,Y,600000,79.62
42,F,Y,700000,91.89
42,F,Y,800000,104.16
42,F,Y,1000000,125.97
43,M,N,100000,15.58
43,M,N,150000,20.38
43,M,N,200000,24.21
43,M,N,250000,29.96
43,M,N,300000,33.31
43,M,N,350000,39.54
43,M,N,400000,44.33
43,M,N,500000,49.13
43,M,N,600000,57.75
43,M,N,700000,66.38
43,M,N,800000,75.00
43,M,N,1000000,87.46
43,M,Y,100000,25.65
43,M,Y,150000,39.60
43,M,Y,200000,49.11
43,M,Y,250000,61.48
43,M,Y,300000,66.23
43,M,Y,350000,77.75
43,M,Y,400000,88.00
43,M,Y,500000,106.38
43,M,Y,600000,115.05
43,M,Y,700000,133.22
43,M,Y,800000,151.40
43,M,Y,1000000,185.63
43,F,N,100000,15.00
43,F,N,150000,16.90
43,F,N,200000,20.53
43,F,N,250000,24.17
43,F,N,300000,26.71
43,F,N,350000,30.92
43,F,N,400000,35.07
43,F,N,500000,38.70
43,F,N,600000,45.24
43,F,N,700000,51.78
43,F,N,800000,58.32
43,F,N,1000000,69.22
43,F,Y,100000,20.95
43,F,Y,150000,27.98
43,F,Y,200000,35.90
43,F,Y,250000,44.12
43,F,Y,300000,49.95
43,F,Y,350000,58.33
43,F,Y,400000,67.59
43,F,Y,500000,77.01
43,F,Y,600000,86.73
43,F,Y,700000,100.19
43,F,Y,800000,113.64
43,F,Y,1000000,137.56
44,M,N,100000,16.34
44,M,N,150000,21.51
44,M,N,200000,25.65
44,M,N,250000,31.85
44,M,N,300000,35.47
44,M,N,350000,42.20
44,M,N,400000,47.37
44,M,N,500000,52.54
44,M,N,600000,61.85
44,M,N,700000,71.15
44,M,N,800000,80.46
44,M,N,1000000,93.90
44,M,Y,100000,26.99
44,M,Y,150000,41.88
44,M,Y,200000,52.04
44,M,Y,250000,65.24
44,M,Y,300000,70.32
44,M,Y,350000,82.61
44,M,Y,400000,93.56
44,M,Y,500000,113.19
44,M,Y,600000,122.44
44,M,Y,700000,141.85
44,M,Y,800000,161.26
44,M,Y,1000000,197.82
44,F,N,100000,15.00
44,F,N,150000,18.04
44,F,N,200000,22.05
44,F,N,250000,26.06
44,F,N,300000,28.87
44,F,N,350000,33.53
44,F,N,400000,38.10
44,F,N,500000,42.11
44,F,N,600000,49.34
44,F,N,700000,56.56
44,F,N,800000,63.78
44,F,N,1000000,75.82
44,F,Y,100000,22.40
44,F,Y,150000,30.11
44,F,Y,200000,38.80
44,F,Y,250000,47.82
44,F,Y,300000,54.22
44,F,Y,350000,63.40
44,F,Y,400000,73.57
44,F,Y,500000,83.90
44,F,Y,600000,94.56
44,F,Y,700000,109.32
44,F,Y,800000,124.08
44,F,Y,1000000,150.32
45,M,N,100000,17.33
45,M,N,150000,22.99
45,M,N,200000,27.52
45,M,N,250000,34.31
45,M,N,300000,38.28
45,M,N,350000,45.64
45,M,N,400000,51.30
45,M,N,500000,56.96
45,M,N,600000,67.16
45,M,N,700000,77.35
45,M,N,800000,87.54
45,M,N,1000000,102.26
45,M,Y,100000,28.48
45,M,Y,150000,44.43
45,M,Y,200000,55.30
45,M,Y,250000,69.44
45,M,Y,300000,74.88
45,M,Y,350000,88.05
45,M,Y,400000,99.77
45,M,Y,500000,120.79
45,M,Y,600000,130.70
45,M,Y,700000,151.48
45,M,Y,800000,172.27
45,M,Y,1000000,211.42
45,F,N,100000,15.00
45,F,N,150000,19.43
45,F,N,200000,23.90
45,F,N,250000,28.38
45,F,N,300000,31.51
45,F,N,350000,36.70
45,F,N,400000,41.80
45,F,N,500000,46.28
45,F,N,600000,54.33
45,F,N,700000,62.39
45,F,N,800000,70.44
45,F,N,1000000,83.87
45,F,Y,100000,24.07
45,F,Y,150000,32.56
45,F,Y,200000,42.13
45,F,Y,250000,52.07
45,F,Y,300000,59.12
45,F,Y,350000,69.23
45,F,Y,400000,80.43
45,F,Y,500000,91.82
45,F,Y,600000,103.56
45,F,Y,700000,119.82
45,F,Y,800000,136.08
45,F,Y,1000000,164.99
46,M,N,100000,18.31
46,M,N,150000,24.46
46,M,N,200000,29.39
46,M,N,250000,36.77
46,M,N,300000,41.08
46,M,N,350000,49.08
46,M,N,400000,55.23
46,M,N,500000,61.39
46,M,N,600000,72.47
46,M,N,700000,83.54
46,M,N,800000,94.62
46,M,N,1000000,110.62
46,M,Y,100000,30.58
46,M,Y,150000,48.02
46,M,Y,200000,59.91
46,M,Y,250000,75.37
46,M,Y,300000,81.31
46,M,Y,350000,95.71
46,M,Y,400000,108.53
46,M,Y,500000,131.52
46,M,Y,600000,142.35
46,M,Y,700000,165.08
46,M,Y,800000,187.80
46,M,Y,1000000,230.61
46,F,N,100000,15.94
46,F,N,150000,20.91
46,F,N,200000,25.88
46,F,N,250000,30.85
46,F,N,300000,34.33
46,F,N,350000,40.10
46,F,N,400000,45.77
46,F,N,500000,50.74
46,F,N,600000,59.69
46,F,N,700000,68.63
46,F,N,800000,77.58
46,F,N,1000000,92.49
46,F,Y,100000,25.83
46,F,Y,150000,35.14
46,F,Y,200000,45.65
46,F,Y,250000,56.55
46,F,Y,300000,64.29
46,F,Y,350000,75.39
46,F,Y,400000,87.68
46,F,Y,500000,100.17
46,F,Y,600000,113.06
46,F,Y,700000,130.90
46,F,Y,800000,148.74
46,F,Y,1000000,180.46
47,M,N,100000,19.56
47,M,N,150000,26.34
47,M,N,200000,31.76
47,M,N,250000,39.90
47,M,N,300000,44.64
47,M,N,350000,53.45
47,M,N,400000,60.23
47,M,N,500000,67.01
47,M,N,600000,79.22
47,M,N,700000,91.42
47,M,N,800000,103.62
47,M,N,1000000,121.25
47,M,Y,100000,33.09
47,M,Y,150000,52.32
47,M,Y,200000,65.43
47,M,Y,250000,82.48
47,M,Y,300000,89.03
47,M,Y,350000,104.91
47,M,Y,400000,119.04
47,M,Y,500000,144.38
47,M,Y,600000,156.33
47,M,Y,700000,181.38
47,M,Y,800000,206.44
47,M,Y,1000000,253.63
47,F,N,100000,17.31
47,F,N,150000,22.96
47,F,N,200000,28.62
47,F,N,250000,34.27
47,F,N,300000,38.23
47,F,N,350000,44.79
47,F,N,400000,51.23
47,F,N,500000,56.89
47,F,N,600000,67.07
47,F,N,700000,77.24
47,F,N,800000,87.42
47,F,N,1000000,104.38
47,F,Y,100000,27.85
47,F,Y,150000,38.12
47,F,Y,200000,49.70
47,F,Y,250000,61.72
47,F,Y,300000,70.24
47,F,Y,350000,82.48
47,F,Y,400000,96.02
47,F,Y,500000,109.79
47,F,Y,600000,123.99
47,F,Y,700000,143.66
47,F,Y,800000,163.32
47,F,Y,1000000,198.28
48,M,N,100000,21.22
48,M,N,150000,28.83
48,M,N,200000,34.91
48,M,N,250000,44.04
48,M,N,300000,49.37
48,M,N,350000,59.26
48,M,N,400000,66.87
48,M,N,500000,74.48
48,M,N,600000,88.17
48,M,N,700000,101.87
48,M,N,800000,115.56
48,M,N,1000000,135.34
48,M,Y,100000,36.07
48,M,Y,150000,57.41
48,M,Y,200000,71.96
48,M,Y,250000,90.88
48,M,Y,300000,98.15
48,M,Y,350000,115.77
48,M,Y,400000,131.45
48,M,Y,500000,159.58
48,M,Y,600000,172.84
48,M,Y,700000,200.65
48,M,Y,800000,228.45
48,M,Y,1000000,280.83
48,F,N,100000,18.50
48,F,N,150000,24.75
48,F,N,200000,31.00
48,F,N,250000,37.25
48,F,N,300000,41.63
48,F,N,350000,48.88
48,F,N,400000,56.00
48,F,N,500000,62.25
48,F,N,600000,73.50
48,F,N,700000,84.75
48,F,N,800000,96.00
48,F,N,1000000,114.75
48,F,Y,100000,30.06
48,F,Y,150000,41.37
48,F,Y,200000,54.12
48,F,Y,250000,67.35
48,F,Y,300000,76.73
48,F,Y,350000,90.20
48,F,Y,400000,105.12
48,F,Y,500000,120.28
48,F,Y,600000,135.92
48,F,Y,700000,157.57
48,F,Y,800000,179.22
48,F,Y,1000000,217.71
49,M,N,100000,23.48
49,M,N,150000,32.21
49,M,N,200000,39.20
49,M,N,250000,49.69
49,M,N,300000,55.80
49,M,N,350000,67.16
49,M,N,400000,75.90
49,M,N,500000,84.64
49,M,N,600000,100.37
49,M,N,700000,116.09
49,M,N,800000,131.82
49,M,N,1000000,154.54
49,M,Y,100000,39.48
49,M,Y,150000,63.24
49,M,Y,200000,79.44
49,M,Y,250000,100.50
49,M,Y,300000,108.60
49,M,Y,350000,128.22
49,M,Y,400000,145.68
49,M,Y,500000,177.00
49,M,Y,600000,191.76
49,M,Y,700000,222.72
49,M,Y,800000,253.68
49,M,Y,1000000,312.00
49,F,N,100000,19.92
49,F,N,150000,26.88
49,F,N,200000,33.83
49,F,N,250000,40.79
49,F,N,300000,45.66
49,F,N,350000,53.73
49,F,N,400000,61.67
49,F,N,500000,68.63
49,F,N,600000,81.15
49,F,N,700000,93.68
49,F,N,800000,106.20
49,F,N,1000000,127.08
49,F,Y,100000,32.42
49,F,Y,150000,44.83
49,F,Y,200000,58.83
49,F,Y,250000,73.36
49,F,Y,300000,83.67
49,F,Y,350000,98.46
49,F,Y,400000,114.84
49,F,Y,500000,131.48
49,F,Y,600000,148.65
49,F,Y,700000,172.43
49,F,Y,800000,196.20
49,F,Y,1000000,238.47
50,M,N,100000,25.63
50,M,N,150000,35.44
50,M,N,200000,43.29
50,M,N,250000,55.06
50,M,N,300000,61.93
50,M,N,350000,74.69
50,M,N,400000,84.50
50,M,N,500000,94.31
50,M,N,600000,111.98
50,M,N,700000,129.64
50,M,N,800000,147.30
50,M,N,1000000,172.81
50,M,Y,100000,43.15
50,M,Y,150000,69.52
50,M,Y,200000,87.50
50,M,Y,250000,110.87
50,M,Y,300000,119.86
50,M,Y,350000,141.63
50,M,Y,400000,161.01
50,M,Y,500000,195.76
50,M,Y,600000,212.14
50,M,Y,700000,246.50
50,M,Y,800000,280.86
50,M,Y,1000000,345.58
50,F,N,100000,21.57
50,F,N,150000,29.35
50,F,N,200000,37.13
50,F,N,250000,44.92
50,F,N,300000,50.37
50,F,N,350000,59.39
50,F,N,400000,68.27
50,F,N,500000,76.05
50,F,N,600000,90.06
50,F,N,700000,104.07
50,F,N,800000,118.08
50,F,N,1000000,141.43
50,F,Y,100000,35.59
50,F,Y,150000,49.50
50,F,Y,200000,65.18
50,F,Y,250000,81.46
50,F,Y,300000,93.00
50,F,Y,350000,109.57
50,F,Y,400000,127.92
50,F,Y,500000,146.56
50,F,Y,600000,165.80
50,F,Y,700000,192.43
50,F,Y,800000,219.06
50,F,Y,1000000,266.41
51,M,N,100000,28.19
51,M,N,150000,39.29
51,M,N,200000,48.16
51,M,N,250000,61.48
51,M,N,300000,69.25
51,M,N,350000,83.67
51,M,N,400000,94.77
51,M,N,500000,105.86
51,M,N,600000,125.84
51,M,N,700000,145.81
51,M,N,800000,165.78
51,M,N,1000000,194.63
51,M,Y,100000,47.07
51,M,Y,150000,76.21
51,M,Y,200000,96.08
51,M,Y,250000,121.92
51,M,Y,300000,131.85
51,M,Y,350000,155.92
51,M,Y,400000,177.33
51,M,Y,500000,215.75
51,M,Y,600000,233.86
51,M,Y,700000,271.83
51,M,Y,800000,309.81
51,M,Y,1000000,381.35
51,F,N,100000,23.18
51,F,N,150000,31.78
51,F,N,200000,40.37
51,F,N,250000,48.96
51,F,N,300000,54.97
51,F,N,350000,64.94
51,F,N,400000,74.73
51,F,N,500000,83.33
51,F,N,600000,98.79
51,F,N,700000,114.26
51,F,N,800000,129.72
51,F,N,1000000,155.50
51,F,Y,100000,38.95
51,F,Y,150000,54.44
51,F,Y,200000,71.90
51,F,Y,250000,90.02
51,F,Y,300000,102.87
51,F,Y,350000,121.33
51,F,Y,400000,141.75
51,F,Y,500000,162.51
51,F,Y,600000,183.93
51,F,Y,700000,213.59
51,F,Y,800000,243.24
51,F,Y,1000000,295.96
52,M,N,100000,30.81
52,M,N,150000,43.21
52,M,N,200000,53.14
52,M,N,250000,68.02
52,M,N,300000,76.70
52,M,N,350000,92.83
52,M,N,400000,105.23
52,M,N,500000,117.64
52,M,N,600000,139.97
52,M,N,700000,162.29
52,M,N,800000,184.62
52,M,N,1000000,216.87
52,M,Y,100000,52.22
52,M,Y,150000,85.02
52,M,Y,200000,107.39
52,M,Y,250000,136.46
52,M,Y,300000,147.65
52,M,Y,350000,174.73
52,M,Y,400000,198.84
52,M,Y,500000,242.08
52,M,Y,600000,262.45
52,M,Y,700000,305.19
52,M,Y,800000,347.94
52,M,Y,1000000,428.45
52,F,N,100000,25.23
52,F,N,150000,34.84
52,F,N,200000,44.45
52,F,N,250000,54.06
52,F,N,300000,60.79
52,F,N,350000,71.94
52,F,N,400000,82.90
52,F,N,500000,92.51
52,F,N,600000,109.82
52,F,N,700000,127.12
52,F,N,800000,144.42
52,F,N,1000000,173.26
52,F,Y,100000,43.16
52,F,Y,150000,60.62
52,F,Y,200000,80.32
52,F,Y,250000,100.75
52,F,Y,300000,115.25
52,F,Y,350000,136.05
52,F,Y,400000,159.09
52,F,Y,500000,182.50
52,F,Y,600000,206.66
52,F,Y,700000,240.10
52,F,Y,800000,273.54
52,F,Y,1000000,332.99
53,M,N,100000,33.47
53,M,N,150000,47.20
53,M,N,200000,58.19
53,M,N,250000,74.67
53,M,N,300000,84.28
53,M,N,350000,102.13
53,M,N,400000,115.87
53,M,N,500000,129.60
53,M,N,600000,154.32
53,M,N,700000,179.04
53,M,N,800000,203.76
53,M,N,1000000,239.47
53,M,Y,100000,57.99
53,M,Y,150000,94.89
53,M,Y,200000,120.05
53,M,Y,250000,152.76
53,M,Y,300000,165.34
53,M,Y,350000,195.81
53,M,Y,400000,222.92
53,M,Y,500000,271.56
53,M,Y,600000,294.49
53,M,Y,700000,342.57
53,M,Y,800000,390.65
53,M,Y,1000000,481.22
53,F,N,100000,27.31
53,F,N,150000,37.96
53,F,N,200000,48.62
53,F,N,250000,59.27
53,F,N,300000,66.73
53,F,N,350000,79.09
53,F,N,400000,91.23
53,F,N,500000,101.89
53,F,N,600000,121.07
53,F,N,700000,140.24
53,F,N,800000,159.42
53,F,N,1000000,191.38
53,F,Y,100000,47.08
53,F,Y,150000,66.39
53,F,Y,200000,88.17
53,F,Y,250000,110.76
53,F,Y,300000,126.79
53,F,Y,350000,149.79
53,F,Y,400000,175.26
53,F,Y,500000,201.15
53,F,Y,600000,227.85
53,F,Y,700000,264.83
53,F,Y,800000,301.80
53,F,Y,1000000,367.53
54,M,N,100000,36.46
54,M,N,150000,51.69
54,M,N,200000,63.87
54,M,N,250000,82.15
54,M,N,300000,92.81
54,M,N,350000,112.60
54,M,N,400000,127.83
54,M,N,500000,143.06
54,M,N,600000,170.48
54,M,N,700000,197.89
54,M,N,800000,225.30
54,M,N,1000000,264.90
54,M,Y,100000,64.55
54,M,Y,150000,106.10
54,M,Y,200000,134.44
54,M,Y,250000,171.27
54,M,Y,300000,185.43
54,M,Y,350000,219.74
54,M,Y,400000,250.28
54,M,Y,500000,305.05
54,M,Y,600000,330.87
54,M,Y,700000,385.01
54,M,Y,800000,439.15
54,M,Y,1000000,541.15
54,F,N,100000,29.95
54,F,N,150000,41.93
54,F,N,200000,53.90
54,F,N,250000,65.88
54,F,N,300000,74.26
54,F,N,350000,88.15
54,F,N,400000,101.80
54,F,N,500000,113.78
54,F,N,600000,135.33
54,F,N,700000,156.89
54,F,N,800000,178.44
54,F,N,1000000,214.37
54,F,Y,100000,51.79
54,F,Y,150000,73.31
54,F,Y,200000,97.58
54,F,Y,250000,122.77
54,F,Y,300000,140.63
54,F,Y,350000,166.27
54,F,Y,400000,194.66
54,F,Y,500000,223.51
54,F,Y,600000,253.28
54,F,Y,700000,294.49
54,F,Y,800000,335.70
54,F,Y,1000000,408.97
55,M,N,100000,40.46
55,M,N,150000,57.69
55,M,N,200000,71.47
55,M,N,250000,92.15
55,M,N,300000,104.21
55,M,N,350000,126.60
55,M,N,400000,143.83
55,M,N,500000,161.06
55,M,N,600000,192.08
55,M,N,700000,223.09
55,M,N,800000,254.10
55,M,N,1000000,298.90
55,M,Y,100000,72.18
55,M,Y,150000,119.14
55,M,Y,200000,151.16
55,M,Y,250000,192.79
55,M,Y,300000,208.80
55,M,Y,350000,247.58
55,M,Y,400000,282.09
55,M,Y,500000,344.00
55,M,Y,600000,373.18
55,M,Y,700000,434.37
55,M,Y,800000,495.57
55,M,Y,1000000,610.85
55,F,N,100000,35.13
55,F,N,150000,49.70
55,F,N,200000,64.27
55,F,N,250000,78.83
55,F,N,300000,89.03
55,F,N,350000,105.93
55,F,N,400000,122.53
55,F,N,500000,137.10
55,F,N,600000,163.32
55,F,N,700000,189.54
55,F,N,800000,215.76
55,F,N,1000000,259.46
55,F,Y,100000,61.86
55,F,Y,150000,88.11
55,F,Y,200000,117.72
55,F,Y,250000,148.44
55,F,Y,300000,170.22
55,F,Y,350000,201.50
55,F,Y,400000,236.14
55,F,Y,500000,271.33
55,F,Y,600000,307.64
55,F,Y,700000,357.91
55,F,Y,800000,408.18
55,F,Y,1000000,497.55
56,M,N,100000,45.01
56,M,N,150000,64.51
56,M,N,200000,80.12
56,M,N,250000,103.52
56,M,N,300000,117.17
56,M,N,350000,142.53
56,M,N,400000,162.03
56,M,N,500000,181.54
56,M,N,600000,216.65
56,M,N,700000,251.75
56,M,N,800000,286.86
56,M,N,1000000,337.57
56,M,Y,100000,80.97
56,M,Y,150000,134.17
56,M,Y,200000,170.44
56,M,Y,250000,217.60
56,M,Y,300000,235.73
56,M,Y,350000,279.67
56,M,Y,400000,318.76
56,M,Y,500000,388.89
56,M,Y,600000,421.94
56,M,Y,700000,491.26
56,M,Y,800000,560.59
56,M,Y,1000000,691.17
56,F,N,100000,37.52
56,F,N,150000,53.28
56,F,N,200000,69.03
56,F,N,250000,84.79
56,F,N,300000,95.82
56,F,N,350000,114.10
56,F,N,400000,132.07
56,F,N,500000,147.83
56,F,N,600000,176.19
56,F,N,700000,204.56
56,F,N,800000,232.92
56,F,N,1000000,280.20
56,F,Y,100000,67.21
56,F,Y,150000,95.98
56,F,Y,200000,128.42
56,F,Y,250000,162.08
56,F,Y,300000,185.95
56,F,Y,350000,220.23
56,F,Y,400000,258.18
56,F,Y,500000,296.74
56,F,Y,600000,336.53
56,F,Y,700000,391.61
56,F,Y,800000,446.70
56,F,Y,1000000,544.63
57,M,N,100000,50.38
57,M,N,150000,72.58
57,M,N,200000,90.33
57,M,N,250000,116.96
57,M,N,300000,132.49
57,M,N,350000,161.34
57,M,N,400000,183.53
57,M,N,500000,205.73
57,M,N,600000,245.67
57,M,N,700000,285.62
57,M,N,800000,325.56
57,M,N,1000000,383.26
57,M,Y,100000,91.15
57,M,Y,150000,151.58
57,M,Y,200000,192.78
57,M,Y,250000,246.34
57,M,Y,300000,266.94
57,M,Y,350000,316.84
57,M,Y,400000,361.25
57,M,Y,500000,440.90
57,M,Y,600000,478.44
57,M,Y,700000,557.18
57,M,Y,800000,635.92
57,M,Y,1000000,784.25
57,F,N,100000,40.29
57,F,N,150000,57.44
57,F,N,200000,74.58
57,F,N,250000,91.73
57,F,N,300000,103.73
57,F,N,350000,123.62
57,F,N,400000,143.17
57,F,N,500000,160.31
57,F,N,600000,191.18
57,F,N,700000,222.04
57,F,N,800000,252.90
57,F,N,1000000,304.34
57,F,Y,100000,74.13
57,F,Y,150000,106.14
57,F,Y,200000,142.25
57,F,Y,250000,179.72
57,F,Y,300000,206.29
57,F,Y,350000,244.44
57,F,Y,400000,286.68
57,F,Y,500000,329.59
57,F,Y,600000,373.88
57,F,Y,700000,435.19
57,F,Y,800000,496.50
57,F,Y,1000000,605.50
58,M,N,100000,56.55
58,M,N,150000,81.83
58,M,N,200000,102.05
58,M,N,250000,132.38
58,M,N,300000,150.07
58,M,N,350000,182.93
58,M,N,400000,208.20
58,M,N,500000,233.48
58,M,N,600000,278.97
58,M,N,700000,324.47
58,M,N,800000,369.96
58,M,N,1000000,435.68
58,M,Y,100000,103.12
58,M,Y,150000,172.04
58,M,Y,200000,219.03
58,M,Y,250000,280.12
58,M,Y,300000,303.61
58,M,Y,350000,360.52
58,M,Y,400000,411.17
58,M,Y,500000,502.02
58,M,Y,600000,544.83
58,M,Y,700000,634.64
58,M,Y,800000,724.44
58,M,Y,1000000,893.61
58,F,N,100000,43.99
58,F,N,150000,62.99
58,F,N,200000,81.98
58,F,N,250000,100.98
58,F,N,300000,114.28
58,F,N,350000,136.31
58,F,N,400000,157.97
58,F,N,500000,176.96
58,F,N,600000,211.16
58,F,N,700000,245.35
58,F,N,800000,279.54
58,F,N,1000000,336.53
58,F,Y,100000,82.32
58,F,Y,150000,118.19
58,F,Y,200000,158.63
58,F,Y,250000,200.61
58,F,Y,300000,230.37
58,F,Y,350000,273.11
58,F,Y,400000,320.42
58,F,Y,500000,368.50
58,F,Y,600000,418.11
58,F,Y,700000,486.80
58,F,Y,800000,555.48
58,F,Y,1000000,677.59
59,M,N,100000,63.48
59,M,N,150000,92.21
59,M,N,200000,115.20
59,M,N,250000,149.69
59,M,N,300000,169.80
59,M,N,350000,207.16
59,M,N,400000,235.90
59,M,N,500000,264.64
59,M,N,600000,316.37
59,M,N,700000,368.09
59,M,N,800000,419.82
59,M,N,1000000,494.54
59,M,Y,100000,116.34
59,M,Y,150000,194.65
59,M,Y,200000,248.05
59,M,Y,250000,317.46
59,M,Y,300000,344.15
59,M,Y,350000,408.82
59,M,Y,400000,466.36
59,M,Y,500000,569.59
59,M,Y,600000,618.23
59,M,Y,700000,720.27
59,M,Y,800000,822.31
59,M,Y,1000000,1014.53
59,F,N,100000,48.43
59,F,N,150000,69.65
59,F,N,200000,90.87
59,F,N,250000,112.08
59,F,N,300000,126.94
59,F,N,350000,151.55
59,F,N,400000,175.73
59,F,N,500000,196.95
59,F,N,600000,235.14
59,F,N,700000,273.33
59,F,N,800000,311.52
59,F,N,1000000,375.17
59,F,Y,100000,92.35
59,F,Y,150000,132.93
59,F,Y,200000,178.70
59,F,Y,250000,226.19
59,F,Y,300000,259.87
59,F,Y,350000,308.23
59,F,Y,400000,361.76
59,F,Y,500000,416.16
59,F,Y,600000,472.29
59,F,Y,700000,550.01
59,F,Y,800000,627.72
59,F,Y,1000000,765.88
